TIME,INDICATOR_approvisionnement,SUBJECT_approvisionnement,MEASURE_approvisionnement,Value_approvisionnement,Flag Codes_approvisionnement,INDICATOR_production,SUBJECT_production,MEASURE_production,Value_production,Flag Codes_production,LOCATION,FREQUENCY,Value_prix,Value_renouvelable
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,3924.321,,ROU,A,,5550.9259999999995
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.084,,OILPROD,TOT,KTOE,3846.6690000000003,,ROU,A,,6124.18
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,3787.46,,ROU,A,,5972.809
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.077,,OILPROD,TOT,KTOE,3577.801,,ROU,A,,6193.399
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,3421.527,,ROU,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,RUS,A,,
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.324,,OILPROD,TOT,KTOE,516040.215,,RUS,A,,26472.537999999997
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.33799999999999997,,OILPROD,TOT,KTOE,462067.126,,RUS,A,,25928.26
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.361,,OILPROD,TOT,KTOE,390162.972,,RUS,A,,25555.646
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.373,,OILPROD,TOT,KTOE,345568.468,,RUS,A,,25242.964
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.373,,OILPROD,TOT,KTOE,310441.99100000004,,RUS,A,,22014.756
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.37799999999999995,,OILPROD,TOT,KTOE,298256.465,,RUS,A,,21302.034
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.38799999999999996,,OILPROD,TOT,KTOE,298289.63,,RUS,A,,18496.341
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.365,,OILPROD,TOT,KTOE,296576.119,,RUS,A,,18033.855
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.377,,OILPROD,TOT,KTOE,293614.407,,RUS,A,,17412.706000000002
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.36700000000000005,,OILPROD,TOT,KTOE,294692.76399999997,,RUS,A,,18796.943
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.33899999999999997,,OILPROD,TOT,KTOE,312820.807,,RUS,A,,18054.013
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.326,,OILPROD,TOT,KTOE,336378.82200000004,,RUS,A,,18802.289
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.31,,OILPROD,TOT,KTOE,366407.979,,RUS,A,,17680.968999999997
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.299,,OILPROD,TOT,KTOE,406862.922,,RUS,A,,17234.251
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.28,,OILPROD,TOT,KTOE,442282.856,,RUS,A,,18884.949
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.265,,OILPROD,TOT,KTOE,451419.237,,RUS,A,,18693.117
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.252,,OILPROD,TOT,KTOE,460041.06299999997,,RUS,A,,18833.519
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.233,,OILPROD,TOT,KTOE,470511.06799999997,,RUS,A,,19400.091
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.226,,OILPROD,TOT,KTOE,471813.53799999994,,RUS,A,,17726.302
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.231,,OILPROD,TOT,KTOE,479088.674,,RUS,A,,18277.854
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.235,,OILPROD,TOT,KTOE,487106.499,,RUS,A,,17693.494
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.23399999999999999,,OILPROD,TOT,KTOE,494392.69,,RUS,A,,17731.858
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.23199999999999998,,OILPROD,TOT,KTOE,499908.086,,RUS,A,,17855.063000000002
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.221,,OILPROD,TOT,KTOE,499966.375,,RUS,A,,18713.733
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.221,,OILPROD,TOT,KTOE,505603.375,,RUS,A,,17968.229
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.223,,OILPROD,TOT,KTOE,512777.00700000004,,RUS,A,,17511.231
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.231,,OILPROD,TOT,KTOE,524319.338,,RUS,A,,18954.314
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,525084.137,,RUS,A,,19320.776
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.038,,OILPROD,TOT,KTOE,511333.695,,SAU,A,,1.4709999999999999
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.05,,OILPROD,TOT,KTOE,500792.799,,SAU,A,,4.414
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.071,,OILPROD,TOT,KTOE,331104.096,,SAU,A,,8.092
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09300000000000001,,OILPROD,TOT,KTOE,257963.079,,SAU,A,,8.092
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,235915.82100000003,,SAU,A,,8.092
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.096,,OILPROD,TOT,KTOE,173736.457,,SAU,A,,2.943
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08199999999999999,,OILPROD,TOT,KTOE,253899.069,,SAU,A,,8.828
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,213665.363,,SAU,A,,8.828
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.106,,OILPROD,TOT,KTOE,257963.079,,SAU,A,,8.828
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,256642.276,,SAU,A,,12.248
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,324358.854,,SAU,A,,12.248
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,416713.49700000003,,SAU,A,,12.248
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.095,,OILPROD,TOT,KTOE,426270.018,,SAU,A,,8.092
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,418877.583,,SAU,A,,5.885
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,405567.948,,SAU,A,,12.815999999999999
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,406253.75,,SAU,A,,10.442
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.109,,OILPROD,TOT,KTOE,408880.117,,SAU,A,,4.203
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,403204.726,,SAU,A,,3.8689999999999998
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,416223.784,,SAU,A,,4.486000000000001
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,380992.875,,SAU,A,,4.486000000000001
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,410059.696,,SAU,A,,4.486000000000001
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,396345.69200000004,,SAU,A,,5.222
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,359198.602,,SAU,A,,5.222
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12,,OILPROD,TOT,KTOE,425900.19299999997,,SAU,A,,5.222
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11900000000000001,,OILPROD,TOT,KTOE,451782.862,,SAU,A,,5.246
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.115,,OILPROD,TOT,KTOE,473654.351,,SAU,A,,5.246
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.124,,OILPROD,TOT,KTOE,466295.44399999996,,SAU,A,,5.981
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.126,,OILPROD,TOT,KTOE,446437.67100000003,,SAU,A,,5.981
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,467050.334,,SAU,A,,5.981
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14300000000000002,,OILPROD,TOT,KTOE,414457.971,,SAU,A,,5.981
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.152,,OILPROD,TOT,KTOE,413504.961,,SAU,A,,5.981
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,471514.649,,SAU,A,,6.7170000000000005
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.141,,OILPROD,TOT,KTOE,495777.809,,SAU,A,,6.803
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,488038.917,,SAU,A,,6.803
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.142,,OILPROD,TOT,KTOE,491857.055,,SAU,A,,6.8260000000000005
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.141,,OILPROD,TOT,KTOE,516156.791,,SAU,A,,6.8260000000000005
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,531161.119,,SAU,A,,7.561
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,507805.249,,SAU,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,0.0,,SGP,A,,5.135
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,0.0,,SGP,A,,5.5889999999999995
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.091,,OILPROD,TOT,KTOE,0.0,,SGP,A,,5.5889999999999995
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,0.0,,SGP,A,,5.374
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.098,,OILPROD,TOT,KTOE,0.0,,SGP,A,,5.5889999999999995
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,0.0,,SGP,A,,0.0
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,0.0,,SGP,A,,35.063
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,0.0,,SGP,A,,35.063
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,0.0,,SGP,A,,35.063
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.091,,OILPROD,TOT,KTOE,0.0,,SGP,A,,35.063
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11199999999999999,,OILPROD,TOT,KTOE,0.0,,SGP,A,,35.063
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11900000000000001,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.139,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.152,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11800000000000001,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,0.0,,SGP,A,,101.03200000000001
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,0.0,,SGP,A,,195.065
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,0.0,,SGP,A,,195.065
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,0.0,,SGP,A,,204.142
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,0.0,,SGP,A,,197.549
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,0.0,,SGP,A,,197.143
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08199999999999999,,OILPROD,TOT,KTOE,0.0,,SGP,A,,196.713
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07,,OILPROD,TOT,KTOE,0.0,,SGP,A,,200.84599999999998
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,0.0,,SGP,A,,216.19400000000002
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.068,,OILPROD,TOT,KTOE,0.0,,SGP,A,,219.662
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.071,,OILPROD,TOT,KTOE,0.0,,SGP,A,,294.091
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.069,,OILPROD,TOT,KTOE,0.0,,SGP,A,,302.39799999999997
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.065,,OILPROD,TOT,KTOE,0.0,,SGP,A,,311.71299999999997
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.061,,OILPROD,TOT,KTOE,0.0,,SGP,A,,349.60400000000004
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.061,,OILPROD,TOT,KTOE,0.0,,SGP,A,,370.702
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.061,,OILPROD,TOT,KTOE,0.0,,SGP,A,,376.38300000000004
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.061,,OILPROD,TOT,KTOE,0.0,,SGP,A,,408.63199999999995
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,0.0,,SGP,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,SVN,A,,
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.156,,OILPROD,TOT,KTOE,3.074,,SVN,A,,520.612
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16699999999999998,,OILPROD,TOT,KTOE,2.049,,SVN,A,,577.668
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16399999999999998,,OILPROD,TOT,KTOE,2.049,,SVN,A,,560.59
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.16699999999999998,,OILPROD,TOT,KTOE,2.049,,SVN,A,,525.222
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.165,,OILPROD,TOT,KTOE,2.049,,SVN,A,,555.469
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.171,,OILPROD,TOT,KTOE,2.049,,SVN,A,,542.52
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.172,,OILPROD,TOT,KTOE,1.025,,SVN,A,,578.48
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17,,OILPROD,TOT,KTOE,1.025,,SVN,A,,528.475
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.161,,OILPROD,TOT,KTOE,1.0270000000000001,,SVN,A,,559.387
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.153,,OILPROD,TOT,KTOE,1.051,,SVN,A,,552.4169999999999
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.146,,OILPROD,TOT,KTOE,0.9940000000000001,,SVN,A,,787.6039999999999
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.149,,OILPROD,TOT,KTOE,0.0,,SVN,A,,776.311
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.146,,OILPROD,TOT,KTOE,0.9940000000000001,,SVN,A,,715.301
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14400000000000002,,OILPROD,TOT,KTOE,0.0,,SVN,A,,713.795
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.142,,OILPROD,TOT,KTOE,0.0,,SVN,A,,821.7589999999999
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14,,OILPROD,TOT,KTOE,0.0,,SVN,A,,773.85
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.133,,OILPROD,TOT,KTOE,0.0,,SVN,A,,769.446
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.124,,OILPROD,TOT,KTOE,0.0,,SVN,A,,735.448
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,0.0,,SVN,A,,852.967
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.127,,OILPROD,TOT,KTOE,0.0,,SVN,A,,1078.651
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.129,,OILPROD,TOT,KTOE,0.0,,SVN,A,,1121.516
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.128,,OILPROD,TOT,KTOE,0.0,,SVN,A,,1038.854
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.126,,OILPROD,TOT,KTOE,0.0,,SVN,A,,1068.247
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.124,,OILPROD,TOT,KTOE,0.0,,SVN,A,,1174.161
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11699999999999999,,OILPROD,TOT,KTOE,0.0,,SVN,A,,1202.0710000000001
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,0.0,,SVN,A,,1052.9260000000002
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,0.0,,SVN,A,,1124.387
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,0.0,,SVN,A,,1080.495
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.222,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,6391.172
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.214,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,7116.776
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.247,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,7324.734
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.254,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,7431.843000000001
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.263,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,8216.633
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.26899999999999996,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,8341.559000000001
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.28,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,8570.765
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.281,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,9167.315999999999
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.273,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,9802.082
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.253,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,10436.152
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.251,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,10500.726
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.261,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,10799.093
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.254,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,10860.303
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.268,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,10999.618999999999
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.272,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,11294.373
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.278,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,11486.358
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.27399999999999997,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,11748.753
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.272,,OILPROD,TOT,KTOE,390.025,,ZAF,A,,12001.185
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.276,,OILPROD,TOT,KTOE,628.105,,ZAF,A,,12171.548
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.266,,OILPROD,TOT,KTOE,477.12699999999995,,ZAF,A,,12143.05
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.259,,OILPROD,TOT,KTOE,666.817,,ZAF,A,,12221.516000000001
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.244,,OILPROD,TOT,KTOE,507.129,,ZAF,A,,12286.252
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.22699999999999998,,OILPROD,TOT,KTOE,765.533,,ZAF,A,,12314.598
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.248,,OILPROD,TOT,KTOE,551.648,,ZAF,A,,12161.716999999999
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.257,,OILPROD,TOT,KTOE,1434.285,,ZAF,A,,12176.024
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.237,,OILPROD,TOT,KTOE,678.43,,ZAF,A,,12202.803
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.23,,OILPROD,TOT,KTOE,661.9780000000001,,ZAF,A,,12332.942
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.235,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,12157.462
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.245,,OILPROD,TOT,KTOE,0.0,,ZAF,A,,12217.038999999999
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.252,,OILPROD,TOT,KTOE,279.695,,ZAF,A,,12246.264
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.23,,OILPROD,TOT,KTOE,294.212,,ZAF,A,,12318.677
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.22699999999999998,,OILPROD,TOT,KTOE,294.212,,ZAF,A,,12326.191
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.213,,OILPROD,TOT,KTOE,51.294,,ZAF,A,,12267.383
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.20600000000000002,,OILPROD,TOT,KTOE,63.875,,ZAF,A,,12290.719
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.215,,OILPROD,TOT,KTOE,157.752,,ZAF,A,,12485.178
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.203,,OILPROD,TOT,KTOE,157.752,,ZAF,A,,12762.975
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.209,,OILPROD,TOT,KTOE,105.491,,ZAF,A,,13007.214
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,105.491,,ZAF,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.242,,OILPROD,TOT,KTOE,0.0,,SDN,A,,7090.264
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.22699999999999998,,OILPROD,TOT,KTOE,0.0,,SDN,A,,7281.919
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.22399999999999998,,OILPROD,TOT,KTOE,0.0,,SDN,A,,7476.464
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.226,,OILPROD,TOT,KTOE,0.0,,SDN,A,,7816.5380000000005
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.23800000000000002,,OILPROD,TOT,KTOE,0.0,,SDN,A,,7855.02
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.264,,OILPROD,TOT,KTOE,0.0,,SDN,A,,8034.351
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.254,,OILPROD,TOT,KTOE,0.0,,SDN,A,,8203.048
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21899999999999997,,OILPROD,TOT,KTOE,0.0,,SDN,A,,8355.126
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.23399999999999999,,OILPROD,TOT,KTOE,0.0,,SDN,A,,8498.094000000001
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.214,,OILPROD,TOT,KTOE,0.0,,SDN,A,,8636.667
