TIME,INDICATOR_approvisionnement,SUBJECT_approvisionnement,MEASURE_approvisionnement,Value_approvisionnement,Flag Codes_approvisionnement,INDICATOR_production,SUBJECT_production,MEASURE_production,Value_production,Flag Codes_production,LOCATION,FREQUENCY,Value_prix,Value_renouvelable
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.059000000000000004,,OILPROD,TOT,KTOE,56178.384000000005,,LBY,A,,125.06
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.063,,OILPROD,TOT,KTOE,53336.704000000005,,LBY,A,,125.06
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.073,,OILPROD,TOT,KTOE,53505.13,,LBY,A,,125.06
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08199999999999999,,OILPROD,TOT,KTOE,51925.62,,LBY,A,,125.06
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,51479.907,,LBY,A,,125.06
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11699999999999999,,OILPROD,TOT,KTOE,50095.525,,LBY,A,,125.06
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,53207.303,,LBY,A,,125.06
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.106,,OILPROD,TOT,KTOE,54348.289000000004,,LBY,A,,125.06
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.099,,OILPROD,TOT,KTOE,66711.19,,LBY,A,,125.06
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,74772.031,,LBY,A,,125.06
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,70982.439,,LBY,A,,125.06
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.096,,OILPROD,TOT,KTOE,67304.79,,LBY,A,,125.06
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,67996.981,,LBY,A,,125.06
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.129,,OILPROD,TOT,KTOE,69186.234,,LBY,A,,125.06
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.133,,OILPROD,TOT,KTOE,69125.642,,LBY,A,,127.806
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.136,,OILPROD,TOT,KTOE,69023.97,,LBY,A,,130.625
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.138,,OILPROD,TOT,KTOE,71658.198,,LBY,A,,133.515
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.136,,OILPROD,TOT,KTOE,63654.869000000006,,LBY,A,,136.453
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.138,,OILPROD,TOT,KTOE,66804.646,,LBY,A,,139.582
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14400000000000002,,OILPROD,TOT,KTOE,65449.019,,LBY,A,,142.782
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.152,,OILPROD,TOT,KTOE,65079.303,,LBY,A,,144.526
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.138,,OILPROD,TOT,KTOE,70816.067,,LBY,A,,146.19799999999998
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.136,,OILPROD,TOT,KTOE,80113.40400000001,,LBY,A,,147.97899999999998
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.121,,OILPROD,TOT,KTOE,83730.461,,LBY,A,,149.809
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11699999999999999,,OILPROD,TOT,KTOE,87090.771,,LBY,A,,151.734
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.098,,OILPROD,TOT,KTOE,88580.933,,LBY,A,,153.621
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,87199.632,,LBY,A,,155.379
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.111,,OILPROD,TOT,KTOE,80275.668,,LBY,A,,156.564
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,83459.336,,LBY,A,,156.936
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.2,,OILPROD,TOT,KTOE,24197.929,,LBY,A,,156.315
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,71902.622,,LBY,A,,155.04
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.198,,OILPROD,TOT,KTOE,49398.199,,LBY,A,,153.43
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.35,,OILPROD,TOT,KTOE,23736.81,,LBY,A,,151.94899999999998
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.309,,OILPROD,TOT,KTOE,19861.979,,LBY,A,,152.713
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.335,,OILPROD,TOT,KTOE,18684.022,,LBY,A,,154.123
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,39518.559,,LBY,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,MNG,A,,
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,MNG,A,,
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,MNG,A,,
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,MNG,A,,
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,MNG,A,,
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.342,,OILPROD,TOT,KTOE,0.0,,MNG,A,,76.813
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.337,,OILPROD,TOT,KTOE,0.0,,MNG,A,,76.813
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.34299999999999997,,OILPROD,TOT,KTOE,0.0,,MNG,A,,76.813
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.348,,OILPROD,TOT,KTOE,0.0,,MNG,A,,76.813
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.317,,OILPROD,TOT,KTOE,0.0,,MNG,A,,76.813
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.311,,OILPROD,TOT,KTOE,0.0,,MNG,A,,76.813
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.381,,OILPROD,TOT,KTOE,0.0,,MNG,A,,76.813
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.368,,OILPROD,TOT,KTOE,0.0,,MNG,A,,79.751
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.355,,OILPROD,TOT,KTOE,0.0,,MNG,A,,82.712
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.301,,OILPROD,TOT,KTOE,0.0,,MNG,A,,82.712
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.282,,OILPROD,TOT,KTOE,0.0,,MNG,A,,82.712
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.23199999999999998,,OILPROD,TOT,KTOE,0.0,,MNG,A,,82.712
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21899999999999997,,OILPROD,TOT,KTOE,0.0,,MNG,A,,85.65
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.214,,OILPROD,TOT,KTOE,0.0,,MNG,A,,85.65
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.20800000000000002,,OILPROD,TOT,KTOE,10.07,,MNG,A,,85.65
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21899999999999997,,OILPROD,TOT,KTOE,9.062999999999999,,MNG,A,,132.497
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.215,,OILPROD,TOT,KTOE,10.07,,MNG,A,,151.366
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21899999999999997,,OILPROD,TOT,KTOE,19.133,,MNG,A,,168.58700000000002
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.2,,OILPROD,TOT,KTOE,25.175,,MNG,A,,168.58700000000002
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18600000000000003,,OILPROD,TOT,KTOE,30.21,,MNG,A,,168.58700000000002
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.2,,OILPROD,TOT,KTOE,27.189,,MNG,A,,168.58700000000002
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21,,OILPROD,TOT,KTOE,52.364,,MNG,A,,168.58700000000002
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.19899999999999998,,OILPROD,TOT,KTOE,116.81200000000001,,MNG,A,,179.813
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.184,,OILPROD,TOT,KTOE,162.127,,MNG,A,,181.308
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.193,,OILPROD,TOT,KTOE,257.79200000000003,,MNG,A,,183.577
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.193,,OILPROD,TOT,KTOE,301.092,,MNG,A,,186.018
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18,,OILPROD,TOT,KTOE,351.44199999999995,,MNG,A,,188.282
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.166,,OILPROD,TOT,KTOE,501.485,,MNG,A,,148.452
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17,,OILPROD,TOT,KTOE,707.92,,MNG,A,,154.127
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.163,,OILPROD,TOT,KTOE,1021.096,,MNG,A,,160.748
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14,,OILPROD,TOT,KTOE,1209.405,,MNG,A,,162.296
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.147,,OILPROD,TOT,KTOE,1137.9080000000001,,MNG,A,,162.296
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,1051.306,,MNG,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,13.02,,MAR,A,,927.367
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.091,,OILPROD,TOT,KTOE,17.67,,MAR,A,,904.113
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,14.88,,MAR,A,,887.1260000000001
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,15.81,,MAR,A,,899.078
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,14.88,,MAR,A,,908.87
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,20.46,,MAR,A,,938.487
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,22.32,,MAR,A,,970.8560000000001
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,16.74,,MAR,A,,1007.2130000000001
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.076,,OILPROD,TOT,KTOE,18.6,,MAR,A,,1034.719
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,12.09,,MAR,A,,1071.539
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,13.95,,MAR,A,,1097.067
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.078,,OILPROD,TOT,KTOE,11.16,,MAR,A,,1178.337
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.084,,OILPROD,TOT,KTOE,10.23,,MAR,A,,1169.327
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08800000000000001,,OILPROD,TOT,KTOE,9.3,,MAR,A,,1141.057
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,7.44,,MAR,A,,1190.0739999999998
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,4.65,,MAR,A,,1192.62
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,4.65,,MAR,A,,1327.152
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,11.16,,MAR,A,,1353.75
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,11.16,,MAR,A,,1342.2939999999999
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,10.23,,MAR,A,,1274.529
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,12.09,,MAR,A,,1284.255
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,9.3,,MAR,A,,1322.256
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.084,,OILPROD,TOT,KTOE,12.09,,MAR,A,,1331.0739999999998
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,9.3,,MAR,A,,1397.664
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,10.23,,MAR,A,,2395.056
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.091,,OILPROD,TOT,KTOE,6.51,,MAR,A,,2201.992
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,9.3,,MAR,A,,2046.59
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,10.23,,MAR,A,,1910.132
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.084,,OILPROD,TOT,KTOE,8.37,,MAR,A,,1764.7420000000002
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,7.44,,MAR,A,,1749.078
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08199999999999999,,OILPROD,TOT,KTOE,9.3,,MAR,A,,1791.707
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.084,,OILPROD,TOT,KTOE,9.3,,MAR,A,,1617.889
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,6.51,,MAR,A,,1542.286
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,7.44,,MAR,A,,1664.484
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,4.65,,MAR,A,,1601.118
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.077,,OILPROD,TOT,KTOE,4.65,,MAR,A,,1674.668
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.076,,OILPROD,TOT,KTOE,4.65,,MAR,A,,1645.019
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,4.65,,MAR,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.36200000000000004,,OILPROD,TOT,KTOE,1573.0379999999998,,MMR,A,,7642.271
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.345,,OILPROD,TOT,KTOE,1491.309,,MMR,A,,7776.249
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.33399999999999996,,OILPROD,TOT,KTOE,1397.471,,MMR,A,,7918.654
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.324,,OILPROD,TOT,KTOE,1450.9479999999999,,MMR,A,,8072.533
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.319,,OILPROD,TOT,KTOE,1599.2720000000002,,MMR,A,,8219.585
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.33399999999999996,,OILPROD,TOT,KTOE,1464.066,,MMR,A,,8808.249
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.344,,OILPROD,TOT,KTOE,1442.876,,MMR,A,,8844.588
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.344,,OILPROD,TOT,KTOE,987.815,,MMR,A,,9003.043
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.384,,OILPROD,TOT,KTOE,738.591,,MMR,A,,8949.389000000001
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.38,,OILPROD,TOT,KTOE,737.582,,MMR,A,,9264.618
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.361,,OILPROD,TOT,KTOE,727.492,,MMR,A,,9125.581
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.35700000000000004,,OILPROD,TOT,KTOE,765.834,,MMR,A,,8952.613000000001
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.336,,OILPROD,TOT,KTOE,728.5010000000001,,MMR,A,,9333.52
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.314,,OILPROD,TOT,KTOE,680.069,,MMR,A,,8824.616
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.311,,OILPROD,TOT,KTOE,686.123,,MMR,A,,9139.233
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.301,,OILPROD,TOT,KTOE,477.259,,MMR,A,,9278.098
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.28300000000000003,,OILPROD,TOT,KTOE,404.611,,MMR,A,,9165.677
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.27399999999999997,,OILPROD,TOT,KTOE,398.55699999999996,,MMR,A,,9328.905
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.265,,OILPROD,TOT,KTOE,385.44,,MMR,A,,9428.379
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.24,,OILPROD,TOT,KTOE,471.205,,MMR,A,,9208.818000000001
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.218,,OILPROD,TOT,KTOE,563.025,,MMR,A,,9348.529
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.191,,OILPROD,TOT,KTOE,658.88,,MMR,A,,9579.254
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17600000000000002,,OILPROD,TOT,KTOE,869.762,,MMR,A,,9842.4
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.168,,OILPROD,TOT,KTOE,975.707,,MMR,A,,10245.032
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.155,,OILPROD,TOT,KTOE,989.8330000000001,,MMR,A,,10310.041
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13699999999999998,,OILPROD,TOT,KTOE,1124.031,,MMR,A,,10384.643
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,1058.4460000000001,,MMR,A,,10416.758
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,1055.4189999999999,,MMR,A,,10446.914
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.098,,OILPROD,TOT,KTOE,1001.941,,MMR,A,,10476.894
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,959.563,,MMR,A,,10568.659
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07400000000000001,,OILPROD,TOT,KTOE,927.275,,MMR,A,,10550.588
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.071,,OILPROD,TOT,KTOE,863.7080000000001,,MMR,A,,10759.382
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07200000000000001,,OILPROD,TOT,KTOE,828.393,,MMR,A,,10787.393999999998
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07,,OILPROD,TOT,KTOE,858.663,,MMR,A,,10888.548999999999
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.071,,OILPROD,TOT,KTOE,763.816,,MMR,A,,10899.766000000001
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.068,,OILPROD,TOT,KTOE,563.025,,MMR,A,,10958.163999999999
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07,,OILPROD,TOT,KTOE,594.304,,MMR,A,,10995.303999999998
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,594.304,,MMR,A,,
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,,L,OILPROD,TOT,KTOE,,L,NAM,A,,
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,NAM,A,,289.72
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,NAM,A,,281.437
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08800000000000001,,OILPROD,TOT,KTOE,0.0,,NAM,A,,270.622
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,0.0,,NAM,A,,250.21
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.099,,OILPROD,TOT,KTOE,0.0,,NAM,A,,295.791
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,0.0,,NAM,A,,277.978
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,0.0,,NAM,A,,262.788
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,0.0,,NAM,A,,302.776
